file_path,surface,role_channel,route_or_function,function_name,state,locale,source_commit_or_build,width,height,sha256,real_runtime_verified,branding_verified,brand_anchor_present,reviewer_notes
ScreenShots/02_Web/B2B_SuperAdmin/03_إدارة_المتاجر_وفروع_الجملة__populated__ar.png,web,B2B Super Admin,/admin/b2b/stores,إدارة_المتاجر_وفروع_الجملة,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1378,8987d2074c5b05e539840011cfcf89fe50eb9bda118f2aec45d3d227a3446fdb,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/03_إدارة_المتاجر_وفروع_الجملة__populated__en.png,web,B2B Super Admin,/admin/b2b/stores,إدارة_المتاجر_وفروع_الجملة,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1503,15fa8aa0df6aa6027b73f68b4a89499b6f0ce4aa011f6d12a3ddc542aca35295,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/04_إدارة_عملاء_الجملة_B2B__populated__ar.png,web,B2B Super Admin,/admin/b2b/clients,إدارة_عملاء_الجملة_B2B,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1378,8bde7165843ff425c534b67469160f03b31f3c4872b3415b8bbc1500a67719de,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/04_إدارة_عملاء_الجملة_B2B__populated__en.png,web,B2B Super Admin,/admin/b2b/clients,إدارة_عملاء_الجملة_B2B,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1503,3e4fd5ef33eaa41448a9a7e368873eb8a09ee27090fb84373284306ba51d8a3d,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/05_إدارة_المنتجات_والمخزون__populated__ar.png,web,B2B Super Admin,/admin/b2b/products,إدارة_المنتجات_والمخزون,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1378,9d111882f99af621f5b26d4dc8eb01f630f8e26ed47a9de94871d5b293fc16d4,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/05_إدارة_المنتجات_والمخزون__populated__en.png,web,B2B Super Admin,/admin/b2b/products,إدارة_المنتجات_والمخزون,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1503,56a9fe117e84cc47e690edeff5ae922ced4a19128f668ee3ce6ee751022dee8c,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/06_إدارة_الطلبات__populated__ar.png,web,B2B Super Admin,/admin/b2b/orders,إدارة_الطلبات,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1378,fb02e7cb38de9316a30526dc7ff085e455d5ad7ca7ee03799fd7109355995081,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/06_إدارة_الطلبات__populated__en.png,web,B2B Super Admin,/admin/b2b/orders,إدارة_الطلبات,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1503,5b6951e7ac8537516011ee5b8f41ee5ac5a1108b8d5d829c641a4511b9e3e2bb,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/07_إدارة_السائقين_والتوصيل__populated__ar.png,web,B2B Super Admin,/admin/b2b/drivers,إدارة_السائقين_والتوصيل,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1378,709481cd7757a503b0e1d29cdce0ae6c129a40dde215117e74f810aae7496746,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/07_إدارة_السائقين_والتوصيل__populated__en.png,web,B2B Super Admin,/admin/b2b/drivers,إدارة_السائقين_والتوصيل,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1503,96c23e744349dbbb8a49052b0f0fff64b7e81ff646b3d5275bbcbf2dd51dbaff,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/08_التسعير_والموافقات__populated__ar.png,web,B2B Super Admin,/admin/b2b/pricing-approvals,التسعير_والموافقات,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1378,0d5aa2d6678468bdbee0a163d9cc92f3753f325c2cd5295552cb1bf9c8f93fd7,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/08_التسعير_والموافقات__populated__en.png,web,B2B Super Admin,/admin/b2b/pricing-approvals,التسعير_والموافقات,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1503,8eee7d81ee05ca0825cd0b51af30fccd5097c57a954727fe64130f54900f56f8,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/09_التقارير_والتحليلات__populated__ar.png,web,B2B Super Admin,/admin/b2b/reports,التقارير_والتحليلات,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1378,6de96826031b1da1525f44c07e84a18f5cfae4bd2f196c587fc037476d66a93b,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/09_التقارير_والتحليلات__populated__en.png,web,B2B Super Admin,/admin/b2b/reports,التقارير_والتحليلات,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1503,b637d2fa2f26990ff7705a9773114135a47aa29ca771617b9750a98d9ef3ff27,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/10_إعدادات_المنصة_والصلاحيات__populated__ar.png,web,B2B Super Admin,/admin/b2b/settings-permissions,إعدادات_المنصة_والصلاحيات,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1676,32e358fc308dd2aefc829900bf29a5f9aaf5798a226d4095cddca94c0046f076,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2B_SuperAdmin/10_إعدادات_المنصة_والصلاحيات__populated__en.png,web,B2B Super Admin,/admin/b2b/settings-permissions,إعدادات_المنصة_والصلاحيات,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1818,84daf8fe596ffdbf7c4ff316f39dc5da17f502c9223306bfe2a5a9128c2131dd,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/01_تسجيل_الدخول_B2C__default__ar.png,web,B2C Admin,/admin/b2c/login,تسجيل_الدخول_B2C,default,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1080,189e8774b95ec5d13a36f1ffd05d86c3e9f94508a48a459b5caac3df121c744c,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/01_تسجيل_الدخول_B2C__default__en.png,web,B2C Admin,/admin/b2c/login,تسجيل_الدخول_B2C,default,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1080,002ca894974e0b8d3eaf8d9f9a34881bf4df2e65f45428190873c23fccd58860,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/02_لوحة_التحكم_الرئيسية_B2C__mobile-responsive__ar.png,web,B2C Admin,/admin/b2c/dashboard,لوحة_التحكم_الرئيسية_B2C,mobile-responsive,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,390,2805,33d65add6da3fa905194f2132dcf99867c0b0268eb91e92d600e351647f2e2e6,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/02_لوحة_التحكم_الرئيسية_B2C__mobile-responsive__en.png,web,B2C Admin,/admin/b2c/dashboard,لوحة_التحكم_الرئيسية_B2C,mobile-responsive,en,936eab1c805e4e9d521bc8677caf0ca1689df253,390,3399,eec759a7feb05a94bcf54f16e75faedeb579f998f5e952953e6893cb4c4bf7d9,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/02_لوحة_التحكم_الرئيسية_B2C__populated__ar.png,web,B2C Admin,/admin/b2c/dashboard,لوحة_التحكم_الرئيسية_B2C,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1183,f4b32106fcc66893992020d52dd78b3d2c9aa4e3256c271ae4b392d88b1cb53a,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/02_لوحة_التحكم_الرئيسية_B2C__populated__en.png,web,B2C Admin,/admin/b2c/dashboard,لوحة_التحكم_الرئيسية_B2C,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1183,2a35c01f7a4dcc1c1c73c83b9810d1afea40460c2fcd24b48eb77d771b627589,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/03_إدارة_المنتجات__populated__ar.png,web,B2C Admin,/admin/b2c/products,إدارة_المنتجات,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1080,f4a8f35c1918cdff11d69774b2bb07f5a751d49eaca0d07cfd5a2e928f43f00c,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/03_إدارة_المنتجات__populated__en.png,web,B2C Admin,/admin/b2c/products,إدارة_المنتجات,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1080,7bcbd98803af8978836168aa0b2af6a7c954e3c376acf3edab749ab805770036,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/04_إدارة_المخزون__populated__ar.png,web,B2C Admin,/admin/b2c/inventory,إدارة_المخزون,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1080,6e84a2e46b165bc1df1c539f67ca5400505dfd28fb1e4f81615c72adae14f060,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/04_إدارة_المخزون__populated__en.png,web,B2C Admin,/admin/b2c/inventory,إدارة_المخزون,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1080,073a730edd31f51d6cbebb78ed9d15e2450ea93f77a58a9899659f59b6ee1045,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/05_إدارة_الطلبات__populated__ar.png,web,B2C Admin,/admin/b2c/orders,إدارة_الطلبات,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,4917,5b941d07b084b577f852fd31dc741e92c1afee34d344849a72602e80a71907c7,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/05_إدارة_الطلبات__populated__en.png,web,B2C Admin,/admin/b2c/orders,إدارة_الطلبات,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,4917,d36173c8edb711825c3b822c04a04b499f0fedf32420a4d957808400a2fb041b,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/06_إدارة_العملاء__populated__ar.png,web,B2C Admin,/admin/b2c/customers,إدارة_العملاء,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1317,5f0cf8224c7a4becadfea304dad62d79a6a2ae45e2f7acc86eedbdba54d499b1,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/06_إدارة_العملاء__populated__en.png,web,B2C Admin,/admin/b2c/customers,إدارة_العملاء,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1317,b118b78811f1bcc1b4aeef9dd2902fdc951b969e3b0475724579b5df7b2e4ec2,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/07_العروض_والخصومات__populated__ar.png,web,B2C Admin,/admin/b2c/promotions,العروض_والخصومات,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1172,c6c02743f4df836525be97977a198bf0fa53181552e65766597a948a55bc4800,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/07_العروض_والخصومات__populated__en.png,web,B2C Admin,/admin/b2c/promotions,العروض_والخصومات,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1265,56e60e31e8f25787ea97e770ed25d5217003678fc6618f8b09f54c387980f66d,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/08_التوصيل_والسائقين__populated__ar.png,web,B2C Admin,/admin/b2c/drivers,التوصيل_والسائقين,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1172,8f1c24a34f08dd300ff85f114bdc47e3aca6a855a0b7e57aa1e66ff6748aa66a,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/08_التوصيل_والسائقين__populated__en.png,web,B2C Admin,/admin/b2c/drivers,التوصيل_والسائقين,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1265,4c9e4ccf2b3ad1b9a304f01ce103b708c5498d652f946b4ba47118887c034578,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/09_واجهة_المتجر_ومعاينة_المتجر__populated__ar.png,web,B2C Admin,/admin/b2c/storefront-preview,واجهة_المتجر_ومعاينة_المتجر,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1251,9ea212bbc22a42475e7620fb83bda172099e5b03068f0502b9af47658e4515f8,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/09_واجهة_المتجر_ومعاينة_المتجر__populated__en.png,web,B2C Admin,/admin/b2c/storefront-preview,واجهة_المتجر_ومعاينة_المتجر,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1344,f9c7b9b55951372595238bc31204f056ffc950cb8e174208dc3112a533d6a2d0,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/10_المحتوى_والبانرات__populated__ar.png,web,B2C Admin,/admin/b2c/content,المحتوى_والبانرات,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1251,747a8ec70cf050a974d9c675e54c9dec336796a0dbe080fa42d824872dda642f,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/10_المحتوى_والبانرات__populated__en.png,web,B2C Admin,/admin/b2c/content,المحتوى_والبانرات,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1344,da8542e71751521e0d6545677a41e0875ab8696da9c3e71d5392ca216a4170c0,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/11_التقارير_والتحليلات_وإعدادات_المتجر__populated__ar.png,web,B2C Admin,/admin/b2c/reports,التقارير_والتحليلات_وإعدادات_المتجر,populated,ar,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1367,76a6693dfb7c080c415b0cec5813e17e9eb65633cc599292e3b448ac67f69420,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
ScreenShots/02_Web/B2C_Admin/11_التقارير_والتحليلات_وإعدادات_المتجر__populated__en.png,web,B2C Admin,/admin/b2c/reports,التقارير_والتحليلات_وإعدادات_المتجر,populated,en,936eab1c805e4e9d521bc8677caf0ca1689df253,1440,1477,4f5736149fbbbab8b321c83d5fc6edfa06a38880707d8495f4f4fb3fab412ddd,PASS,PASS,PASS,Generated from current FOODEX runtime by screenshot evidence CI
